R526528,R842707
R966832,R893817
R705494,R367872
R973827,R149576
R405100,R835512
R749181,R384335
R842415,R900214
R221352,R289714
R639473,R249892
R433071,R138940
R125151,R126885
R980634,R956443
R721298,R299760
R511771,R789212
R760156,R675411
R132632,R966791
R519740,R675890
R873832,R767629
R136950,R921405
R355712,R886011
R919292,R680209
R136295,R513221
R800062,R546809
R104900,R617219
R314147,R300001
R801192,R403674
R738454,R586557
R397257,R165157
R107699,R721677
R817622,R978454
R148389,R225452
R338860,R673232
R770902,R343659
R639210,R452966
R640790,R192344
R696530,R195003
R656848,R162711
R180675,R231287
R385172,R664326
R302313,R272214
R913811,R485545
R299886,R632368
R257004,R622382
R601072,R654119
R809816,R692175
R888204,R686153
R322139,R709719
R517669,R108519
R787713,R954580
R924676,R880873
R211385,R768248
R236012,R756489
R271781,R522719
R696418,R875802
R601784,R480168
R261123,R257418
R547434,R964549
R382689,R676683
R861917,R226572
R376419,R664781
R352209,R891682
R984211,R560661
R907374,R954490
R323520,R594219
R923930,R683642
R688973,R376870
R565492,R757980
R323090,R556537
R162592,R401382
R726226,R989907
R116718,R902216
R842224,R990401
R798535,R796715
R640434,R656186
R901374,R166826
R486401,R115644
R486308,R194092
R249284,R890646
R708059,R882118
R400065,R855684
R872084,R119601
R217547,R640942
R136759,R116139
R372499,R716581
R204526,R435117
R561478,R811342
R643651,R509782
R925782,R381374
R236083,R112538
R655639,R363952
R738896,R887629
R670954,R760323
R743178,R585904
R419408,R380103
R120232,R183816
R741657,R835718
R803896,R462937
R415713,R853620
R609041,R796473
R140815,R992029
R528693,R672123
R188012,R673627
R190165,R303555
R295958,R229709
R695383,R848262
R505118,R449750
R377051,R365494
R708735,R370201
R148705,R112877
R487471,R560388
R560769,R640711
R869177,R353497
R872157,R631789
R717477,R872457
R453747,R190887
R956348,R806196
R162434,R887001
R804774,R257477
R154825,R958724
R686665,R710723
R600682,R456064
R278896,R834060
R995271,R851639
R980414,R372250
R350498,R749147
R883335,R306186
R755513,R473450
R782717,R738420
R343152,R267201
R133530,R319538
R550886,R287097
R831802,R145936
R404411,R378230
R651717,R932901
R454704,R260440
R176927,R522008
R972139,R686641
R805353,R675057
R456514,R670938
R879976,R642825
R920152,R745727
R616732,R694286
R239632,R478042
R669111,R700410
R796456,R605496
R454502,R139578
R861516,R126992
R667527,R546710
R528175,R172186
R568954,R854866
R753012,R769704
R213897,R223431
R256194,R668510
R498814,R113135
R132598,R113666
R488447,R117599
R300592,R551653
R946558,R641551
R866240,R413131
R580605,R739917
R461242,R147463
R101793,R223030
R613852,R252141
R681785,R215706
R831731,R156124
R910916,R964823
R623023,R841418
R541682,R170450
R451861,R744732
R553012,R368506
R772464,R418280
R564229,R588020
R937504,R280884
R327057,R124743
R837706,R478264
R785612,R899542
R945667,R765925
R154740,R456575
R370490,R803760
R347534,R370757
R903374,R445179
R564537,R509288
R272595,R757878
R650839,R812029
R384594,R842810
R626810,R695949
R337244,R196786
R911125,R424267
R339588,R268127
R803950,R618773
R649733,R877274
R522270,R257096
R305950,R596824
R393630,R462334
R588545,R297048
R219207,R506689
R216376,R819273
R396331,R545885
R570115,R955968
R878303,R730275
R566682,R761369
R129109,R902779
R467606,R345504
R876985,R246065
R628571,R455365
R673763,R203766
R159748,R575605
R792616,R267009
R924827,R616427
R468279,R582089
R587270,R390542
R492904,R383404
R540922,R927651
R178020,R272874
R409560,R606303
R425324,R265225
R653042,R168741
R876757,R591288
R408176,R105564
R438331,R898091
R872285,R780568
R768279,R817772
R367527,R659762
R395678,R767990
R459175,R775929
R433332,R152924
R608117,R625147
R714734,R901948
R571559,R269498
R572094,R564817
R238098,R868176
R333560,R676285
R579299,R841223
R220379,R700130
R186789,R691469
R289998,R337002
R456274,R992722
R733118,R546255
R498512,R858775
R275692,R911831
R336775,R940697
R202660,R844699
R174292,R195932
R451524,R643340
R487977,R918563
R322308,R634534
R526793,R813934
R399328,R730953
R676483,R668869
R222118,R774484
R351366,R376652
R707432,R663986
R392741,R943343
R317601,R218357
R404927,R798616
R418276,R505967
R980512,R493771
R331144,R443850
R229421,R631200
R126967,R240299
R653333,R812311
R676695,R959076
R822793,R834353
R996487,R244885
R347481,R126029
R157365,R151365
R326527,R369270
R770070,R627114
R877407,R951153
R987257,R773275
R132004,R340652
R117054,R714097
R205794,R565527
R671723,R625419
R877466,R369736
R480012,R112950
R123028,R721194
R270416,R962794
R700286,R846393
R213676,R261419
R945227,R630930
R573398,R562855
R179209,R883742
R693298,R295391
R313202,R837366
R656248,R453967
R184408,R518474
R888154,R639484
R122114,R944631
R448417,R967716
R421026,R919319
R220474,R429763
R448853,R740012
R659291,R164125
R196505,R297946
R869262,R848726
R347891,R770918
R642614,R608847
R866641,R832494
R550225,R295659
R677765,R442947
R213184,R439321
R562949,R967783
R467004,R962499
R742122,R433399
R404382,R766832
R394050,R605571
R552470,R432805
R245265,R809536
R313959,R664937
R244648,R795868
R866485,R541639
R787997,R513935
R690748,R888200
R551161,R953329
R512643,R641700
R363628,R682646
R839624,R107161
R945761,R582776
R485384,R181209
R167298,R587576
R802832,R949927
R579891,R399438
R489056,R435262
R781988,R431507
R753996,R704941
R414465,R573275
R655622,R504379
R752703,R356289
R362068,R145112
R590688,R540163
R475564,R333348
R789479,R234313
R879899,R697299
R620407,R463363
R335199,R890943
R277653,R662811
R163577,R115741
R971539,R435051
R324009,R781947
R240110,R266137
R412023,R339215
R504629,R636674
R181430,R722945
R830458,R168824
R898905,R503374
R576001,R304398
R970977,R999663
R118853,R470142
R971183,R155646
R621733,R945620
R376942,R347279
R709791,R735580
R487554,R272085
R335010,R799061
R842610,R956451
R958741,R123871
R481273,R180197
R554961,R387834
R199201,R264462
R349823,R346440
R416515,R748084
R982154,R453121
R178306,R715427
R263431,R287339
R853466,R744890
R662780,R214269
R966723,R147774
R925880,R324321
R575802,R382100
R956884,R454264
R991308,R178085
R358785,R524178
R428437,R335513
R917893,R532842
R828363,R611283
R519964,R497026
R697545,R494062
R198768,R968787
R430303,R580412
R279112,R357770
R981066,R717304
R878154,R854618
R657768,R306631
R642061,R494473
R540218,R439880
R247168,R230038
R119797,R874475
R680205,R198583
R580574,R276436
R367497,R285478
R796500,R166563
R298029,R879411
R471434,R582880
R600056,R354126
R815530,R471638
R562886,R125885
R338624,R632338
R325809,R743331
R903046,R491532
R949138,R362585
R578602,R978660
R988319,R368250
R318086,R133526
R762085,R305293
R126880,R165598
R835173,R168669
R888415,R214337
R230233,R939570
R873140,R114829
R702012,R640112
R144866,R495909
R266119,R498079
R786510,R354429
R771991,R294427
R180434,R865906
R741315,R233760
R338102,R805703
R945364,R708675
R845680,R567920
R463882,R568893
R400001,R105255
R531197,R949113
R844221,R639906
R839494,R553884
R790951,R451794
R564395,R464384
R534771,R333943
R246665,R655105
R784655,R917950
R856029,R639438
R715546,R655095
R672357,R733301
R935459,R667936
R968616,R139688
R974980,R146358
R552299,R643744
R427035,R919837
R244040,R850729
R854474,R403223
R207094,R649921
R178444,R534228
R794935,R124943
R401270,R709782
R549177,R169631
R419886,R777855
R127172,R407257
R304517,R510375
R480181,R312961
R203001,R363908
R409657,R537210
R961293,R876842
R638371,R179373
R511100,R978175
R723518,R285960
R949663,R999186
R933077,R195599
R255615,R670559
R191799,R386775
R730337,R974622
R353465,R578174
R538959,R914210
R951771,R281189
R474402,R774727
R793470,R457229
R283698,R698041
R524774,R310817
R475713,R682873
R636414,R616460
R408520,R303318
R647077,R354493
R621548,R934059
R464541,R169260
R267147,R178952
R170678,R213579
R789344,R855817
R541831,R296998
R462398,R346248
R578136,R575864
R524593,R654757
R358618,R798330
R837538,R441439
R445939,R186838
R472546,R292088
R745674,R387966
R288749,R639147
R860352,R350940
R241725,R610857
R663838,R931891
R852606,R861737
R452359,R578679
R229342,R956454
R613103,R318636
R667432,R140350
R461026,R219113
R220596,R399551
R529543,R877393
R960726,R414321
R175435,R946965
R944156,R754190
R538017,R561835
R150803,R211218
R796776,R907634
R421347,R409160
R550430,R230365
R206561,R280457
R911780,R806006
R567744,R748672
R139310,R809253
R643516,R858162
R350814,R291206
R988187,R423813
R564753,R714846
R148682,R335167
R224908,R720601
R299295,R855698
R600873,R617268
R356585,R801178
R608408,R956621
R836779,R872477
R432469,R752142
R912536,R629170
R926598,R966792
R512892,R209488
R484215,R983629
R923221,R633617
R621884,R708016
R318534,R249406
R113114,R963841
R351800,R469120
R937184,R909881
R816241,R792345
R856075,R574273
R536166,R196211
R949744,R795191
R630867,R938590
R740705,R675672
R726205,R175783
R979508,R767901
R314671,R857411
R650277,R966919
R819008,R319475
R489855,R949357
R728008,R531647
R460369,R841318
R874417,R392175
R868755,R644467
R205091,R861529
R927256,R909420
R183611,R347646
R969968,R102421
R704910,R685544
R372421,R328382
R542946,R947380
R775295,R406097
R621648,R658189
R282726,R761577
R100963,R138849
R489181,R305657
R415699,R923383
R667160,R503833
R406221,R546618
R943743,R533980
R129893,R183078
R305471,R108023
R321154,R140549
R226749,R696246
R226918,R439663
R641726,R446431
R860167,R250794
R134226,R852209
R950393,R339980
R164661,R741538
R460702,R478061
R449891,R284982
R928755,R879354
R321556,R883493
R968218,R899376
R544317,R154562
R697269,R499506
R396592,R587584
R593454,R906949
R100028,R296741
R470100,R538297
R448613,R733770
R960408,R910286
R999288,R824467
R236597,R173207
R169039,R930178
R796048,R899831
R591000,R520775
R786152,R987026
R835302,R687415
R651390,R590435
R661703,R328881
R562670,R229935
R297939,R965104
R701200,R122900
R300429,R832895
R435945,R269205
R691127,R477638
R575483,R865060
R224821,R111054
R807810,R274744
R287868,R615286
R685208,R557155
R647487,R150627
R313462,R575550
R667270,R795727
R906059,R536051
R130757,R834914
R427110,R522827
R117259,R196306
R191970,R409738
R694015,R981033
R637068,R715652
R670266,R843796
R271514,R943985
R250936,R637445
R438596,R907736
R775570,R909979
R516782,R731889
R866960,R165225
R825207,R886934
R991598,R567481
R232178,R678303
R852262,R148653
R700602,R795508
R286216,R896510
R515714,R734195
R830695,R659156
R896636,R764583
R828941,R279419
R771221,R717580
R748967,R495141
R600213,R412774
R191616,R270004
R796811,R675453
R469981,R695057
R776550,R881647
R318341,R422319
R555768,R293391
R262343,R515441
R998040,R796305
R609921,R126092
R522806,R989719
R608281,R981921
R845259,R769144
R995847,R798313
R328505,R896020
R948591,R774833
R367105,R978555
R567284,R686423
R261312,R298150
R627163,R745013
R749383,R495155
R737083,R505224
R251396,R897656
R944626,R346222
R604272,R124865
R180208,R948690
R889256,R340273
R448262,R707207
R830328,R911570
R364406,R487493
R943599,R832103
R360227,R626566
R115611,R448707
R157104,R817566
R222140,R829213
R361119,R179432
R667456,R874853
R132209,R810149
R665571,R697259
R209278,R732938
R259013,R171276
R471024,R777430
R375786,R918054
R585010,R987557
R899330,R448961
R988934,R262291
R685838,R928940
R764479,R341186
R689487,R910945
R711805,R698453
R560414,R690386
R307711,R380495
R877820,R821657
R902808,R668974
R555863,R622261
R770743,R320629
R238929,R501860
R220091,R546067
R448992,R796901
R227864,R954630
R156786,R208193
R692568,R328079
R720421,R587691
R897103,R283138
R255192,R916052
R362138,R867595
R947194,R518000
R582018,R234573
R195019,R432478
R790301,R697023
R398035,R664702
R942380,R914698
R269972,R124892
R705443,R148473
R456410,R373329
R300098,R913806
R426101,R841332
R498607,R715593
R137938,R587720
R721672,R617877
R594421,R283133
R567178,R852733
R199994,R650558
R105160,R256889
R679579,R936909
R482348,R161538
R493073,R718378
R464394,R303514
R760256,R177752
R680888,R929346
R694247,R303914
R375276,R808120
R437205,R323613
R919016,R878430
R693560,R640766
R477972,R447280
R324902,R202855
R187212,R231877
R399530,R970405
R449494,R754938
R798429,R443746
R843025,R775620
R717479,R661666
R694220,R752411
R789960,R439226
R118253,R538846
R354432,R770860
R441832,R377164
R772416,R236957
R510001,R977623
R446759,R470583
R755082,R186475
R561507,R618329
R690056,R888638
R168661,R306025
R936349,R656126
R430131,R101419
R597781,R336186
R754358,R438054
R632173,R474027
R488342,R743237
R220431,R764790
R323467,R755927
R243858,R627508
R331910,R322966
R236528,R649295
R997514,R803924
R583956,R573481
R414607,R555176
R759366,R897386
R269553,R884639
R948556,R839341
R335774,R104169
R183754,R401790
R425413,R834972
R936016,R269401
R181467,R101705
R660022,R386053
R671604,R669582
R592179,R778981
R964716,R513254
R161872,R995851
R936180,R792522
R879627,R561082
R826050,R641924
R969150,R378526
R859636,R725445
R161216,R944172
R821435,R922463
R299124,R496630
R335955,R155974
R516975,R410676
R862458,R610291
R436394,R871325
R906266,R685972
R473591,R635473
R840585,R554099
R566705,R756664
R188270,R124307
R779808,R695746
R444163,R274727
R906642,R937479
R870666,R926472
R939710,R788450
R518903,R493123
R480251,R700377
R179734,R548440
R232814,R271482
R546605,R780181
R700080,R106724
R195188,R664060
R880213,R873664
R499301,R507099
R455771,R132179
R678481,R625704
R351939,R722222
R287920,R997299
R477751,R642069
R596400,R895960
R535759,R713912
R885996,R545293
R749914,R650692
R370899,R439787
R720748,R566320
R488506,R813461
R176944,R205132
R233908,R990675
R893672,R735269
R973122,R247688
R109598,R339542
R124498,R766507
R837193,R263746
R406374,R157710
R213115,R766290
R118692,R135644
R340042,R939591
R734366,R259849
R980121,R216276
R359516,R866219
R380432,R946676
R592023,R756266
R476301,R907836
R929505,R373959
R821391,R102524
R883913,R130037
R992443,R321802
R258107,R604634
R215973,R422832
R622943,R326564
R482113,R857307
R522095,R777516
R993528,R339816
R472919,R201251
R718309,R927548
R988970,R516141
R504387,R704974
R632006,R549128
R851811,R475538
R867607,R176511
R422604,R233729
R545481,R374316
R284752,R803409
R311365,R339395
R732483,R969352
R127455,R495356
R713821,R727474
R681784,R568224
R536234,R587861
R505299,R426610
R373561,R893853
R170951,R410221
R311143,R255553
R822180,R527748
R168453,R544097
R384371,R614856
R332222,R251909
R904147,R154532
R841306,R177328
R523836,R551126
R493946,R217591
R956441,R654895
R218714,R825547
R259114,R592836
R572422,R761428
R241573,R375371
R693757,R677090
R854588,R666417
R177542,R912957
R936912,R970656
R373026,R129289
R763883,R540731
R955146,R299175
R351385,R155013
R891329,R190202
R842660,R333443
R516152,R404616
R703839,R155386
R755423,R958898
R995497,R936248
R590862,R199198
R304077,R848727
R389068,R281070
R642999,R224786
R102715,R137712
R819726,R301866
R710216,R409662
R236396,R863427
R335925,R177747
R693461,R483348
R302492,R370869
R695434,R138006
R747653,R707804
R928503,R997167
R471044,R293540
R109481,R314423
R148770,R328864
R845448,R778786
R776983,R344014
R324784,R789153
R388203,R754011
R470540,R855996
R108504,R726328
R913553,R116930
R271839,R877761
R184839,R546987
R989198,R924201
R120406,R112481
R317746,R695527
R240862,R634674
R563519,R769947
R835782,R227747
R506803,R308349
R487963,R960128
R252168,R337285
R234272,R255285
R444607,R342079
R243637,R938977
R539154,R326876
R677131,R418059
R563391,R466349
R399188,R563286
R708996,R447680
R491631,R917934
R173858,R357367
R403262,R147706
R196439,R134583
R976792,R715595
R613487,R661820
R299547,R563387
R971621,R871885
R578547,R521464
R220031,R751840
R256787,R422050
R342114,R867551
R685436,R561071
R606490,R803939
R368200,R677809
R272557,R625386
R796275,R283526
R558941,R369948
R987353,R723734
R543794,R898150
R373453,R953861
R450279,R367680
R465691,R540649
R835480,R448664
R463476,R921689
R730219,R700243
R232123,R585943
R817375,R127096
R508369,R673490
R469861,R223816
R184163,R287171
R882299,R650802
R388347,R191408
R414635,R247792
R355063,R623933
R935125,R242333
R243098,R556721
R566388,R342552
R774630,R984415
R981024,R879824
R568314,R985801
R241609,R513066
R213731,R831851
R256142,R639952
R864393,R822091
R549622,R541661
R211692,R986479
R274778,R248236
R674082,R641269
R806712,R731492
R902890,R346536
R342090,R725287
R828690,R308902
R913451,R177140
R640875,R207973
R263769,R684186
R463629,R798135
R102258,R464781
R454893,R110664
R868838,R880101
R436971,R980173
R964261,R691198
R323963,R361981
R576888,R616208
R832093,R413558
R832316,R816002
R178916,R718644
R238392,R159315
R575811,R261197
R249237,R444198
R759111,R998531
R606879,R161753
R693744,R971178
R137016,R658868
R574820,R274603
R508137,R904985
R830119,R846819
R659443,R866312
R939887,R609530
R782842,R712351
R278770,R191910
R561373,R525011
R787184,R216295
R980435,R656682
R691659,R293552
R658484,R541657
R173237,R673564
R365932,R722657
R174884,R837675
R838773,R658947
R924586,R613613
R472703,R317575
R706173,R862734
R576796,R569586
R550219,R834654
R467589,R247533
R960798,R122599
R374534,R492016
R388265,R467351
R975891,R960142
R811596,R630895
R635375,R293065
R867855,R116642
R445723,R643410
R585081,R110931
R334721,R604006
R971880,R109975
R145307,R739484
R234735,R842436
R999080,R115164
R889404,R920417
R645484,R503176
R333831,R732489
R253454,R388349
R721806,R630491
R248699,R983280
R761968,R370161
R100062,R545878
R416360,R365376
R795066,R531572
R421541,R248127
R411565,R511028
R455318,R167889
R318009,R802607
R939113,R350236
R451924,R676543
R932484,R816077
R977060,R864644
R190149,R118613
R769854,R541830
R134051,R494187
R267692,R425614
R121011,R401359
R633572,R111809
R392674,R815822
R943691,R401998
R530688,R431744
R392501,R457980
R485829,R890034
R847088,R663851
R704493,R343269
R371035,R606119
R645355,R296472
R700117,R949863
R119109,R290320
R225025,R891866
R874202,R161688
R756002,R646956
R384285,R448204
R253232,R747883
R588401,R366705
R550578,R624638
R795758,R391851
R517055,R558749
R907167,R901597
R544892,R169234
R246235,R204063
R167834,R583546
R237940,R854090
R535837,R517886
R767589,R675693
R922712,R468507
R786181,R188391
R849036,R151765
R962154,R558131
R253566,R324916
R100292,R979892
R480863,R803163
R680504,R233212
R490595,R187223
R934585,R858666
R587526,R118978
R697551,R392254
R169414,R741114
R645627,R450959
R376375,R343093
R702299,R586974
R100685,R316915
R789796,R269777
R146853,R942163
R608357,R597911
R348172,R438991
R380384,R648431
R546185,R965910
R227790,R586390
R482079,R434367
R779802,R366352
R588098,R564547
R515696,R915676
R992230,R957176
R648460,R710423
R484408,R166465
R169626,R180594
R162974,R694717
R303689,R967365
R749381,R262762
R212041,R349396
R753342,R964213
R349012,R866352
R820717,R823976
R320000,R685155
R458309,R652063
R740140,R563114
R795734,R862129
R536415,R453989
R383634,R222747
R443306,R446222
R464419,R580849
R962711,R248455
R669036,R426825
R148717,R949912
R735883,R598093
R643801,R332884
R608185,R803810
R901086,R176960
R115609,R312660
R531362,R493561
R887255,R374034
R320986,R363054
R433331,R949856
R202799,R751461
R599620,R798366
R396322,R510166
R795330,R164150
R476006,R310183
R780454,R164021
R529964,R226598
R986241,R116942
R593107,R704348
R345949,R181821
R427711,R426000
R886241,R830229
R534075,R318087
R424713,R686502
R560301,R699871
R992099,R780858
R596304,R115208
R598922,R954159
R479114,R479337
R830568,R697993
R784403,R191700
R277967,R726824
R367446,R320731
R842524,R202938
R666554,R899071
R158996,R318327
R286178,R614621
R491928,R255639
R913082,R468035
R209973,R560833
R933242,R871052
R323603,R441741
R449946,R921801
R831175,R912278
R132406,R145651
R377771,R538781
R725089,R624627
R107552,R782146
R110241,R401553
R700804,R379104
R511039,R436738
R344895,R968711
R884530,R672790
R198951,R911403
R238019,R197819
R561346,R131817
R432943,R280083
R720715,R352279
R502645,R992203
R300598,R394836
R801728,R905761
R791185,R825334
R827452,R417707
R159328,R528039
R454412,R932178
R537889,R681995
R379797,R693242
R248247,R766740
R168289,R845523
R793328,R536790
R674399,R591376
R311730,R258143
R838882,R505413
R344001,R773965
R124165,R714123
R526307,R341534
R317214,R131178
R942329,R684383
R896389,R179801
R383258,R976768
R899283,R751257
R793845,R425451
R664009,R945570
R180823,R948796
R975880,R356546
R812527,R651822
R685872,R673527
R941729,R557153
R527833,R209993
R919105,R394678
R529738,R601392
R498247,R705903
R933070,R817333
R834909,R288426
R168762,R444337
R291123,R422922
R333513,R916273
R667362,R567251
R483818,R929323
R656549,R817072
R332340,R610118
R807092,R138792
R525804,R661087
R707475,R534799
R115435,R224279
R747760,R756830
R350272,R608989
R499089,R789623
R803330,R535627
R184523,R540927
R578017,R413835
R688881,R229515
R384784,R400158
R459612,R307320
R194013,R610079
R702513,R293263
R756061,R475299
R327631,R842483
R347862,R781451
R730868,R515840
R821031,R350503
R472263,R406680
R112691,R380916
R106965,R326545
R673789,R962672
R418128,R641306
R932548,R962270
R241308,R996183
R311091,R987071
R492215,R777906
R303437,R431535
R957709,R646591
R795869,R567932
R934783,R629820
R626237,R454185
R304068,R897406
R208944,R116080
R618278,R917906
R698830,R218038
R281779,R248717
R624340,R722365
R882957,R185415
R793961,R538403
R233149,R495521
R418854,R259826
R205420,R170202
R203405,R226023
R488109,R471109
R659356,R181250
R131663,R695484
R900072,R361058
R238926,R746823
R390450,R972134
R660163,R405588
R330604,R625658
R784544,R756213
R878295,R357179
R699476,R697230
R131429,R573796
R611775,R137686
R370973,R709945
R782200,R527393
R342272,R602497
R482287,R783332
R936490,R927078
R960643,R405359
R757177,R683092
R370476,R219335
R483681,R867370
R780583,R966772
R924068,R383060
R552713,R386703
R708930,R846110
R356347,R549927
R871456,R339991
R588525,R114673
R663256,R946427
R258960,R897899
R605724,R861358
R231838,R541750
R497416,R832560
R789583,R752771
R896396,R790984
R852605,R679256
R358834,R736827
R837562,R625267
R555741,R845751
R213631,R438140
R218939,R247301
R541011,R816724
R450779,R859175
R727561,R243022
R614127,R965704
R571316,R956644
R897013,R818969
R734233,R576777
R918243,R521651
R419863,R893915
R297965,R853806
R271800,R280597
R603695,R344564
R636494,R497015
R385121,R569947
R730940,R230253
R137328,R815233
R974466,R276497
R781537,R258452
R940943,R776144
R156949,R336727
R797347,R381944
R951077,R235419
R667986,R796145
R461437,R392895
R173611,R545218
R429213,R199686
R886793,R348710
R816736,R116544
R493372,R488590
R250250,R219303
R862867,R910789
R797933,R355899
R155991,R246389
R336447,R789931
R587433,R630617
R949501,R131516
R224504,R339772
R137530,R588077
R454363,R491859
R416607,R559928
R428135,R958772
R803314,R838346
R171367,R479542
R767050,R878271
R487906,R533142
R255895,R366375
R961080,R593250
R206751,R743636
R506130,R697242
R543893,R299242
R239496,R765654
R739925,R437379
R806279,R475129
R799652,R736779
R663820,R287960
R373166,R380472
R556062,R625423
R338006,R260178
R225019,R544544
R425069,R223915
R209185,R530716
R417422,R690711
R125907,R894159
R854890,R662935
R374955,R622967
R887762,R112583
R387593,R967501
R654776,R370430
R176495,R802418
R186464,R849369
R627192,R899312
R540733,R937317
R558722,R639367
R478803,R465781
R379336,R110576
R380642,R842008
R108392,R711077
R793334,R378208
R464928,R831021
R411172,R377666
R408378,R575774
R123858,R710983
R436472,R159755
R470257,R414158
R414305,R537644
R966867,R348461
R800661,R203371
R172041,R682395
R129314,R970425
R774019,R787704
R720932,R356562
R213358,R527367
R994690,R236522
R295935,R279885
R665867,R696773
R375131,R463779
R137133,R863951
R267078,R738269
R252180,R125242
R502260,R343461
R866486,R128019
R150332,R244947
R321696,R427422
R545215,R450930
R281521,R717707
R381844,R556960
R249292,R921131
R351942,R149688
R235405,R636867
R405209,R439919
R632585,R218669
R496811,R478367
R199734,R610894
R437393,R278469
R923305,R367169
R108847,R638280
R847775,R738228
R936680,R784515
R444164,R715278
R452491,R595070
R634416,R184082
R144817,R329769
R163346,R447109
R682829,R461223
R911430,R985618
R201713,R461995
R532725,R280450
R909362,R305766
R459316,R125830
R493096,R355351
R987839,R741663
R403022,R906327
R337043,R606192
R725863,R871143
R804095,R874827
R948073,R716988
R133503,R942915
R214778,R447848
R924848,R672078
R861925,R105925
R323849,R791439
R622639,R430367
R300648,R772383
R480959,R885812
R273891,R483089
R693062,R894714
R788600,R622846
R120912,R673667
R216778,R401868
R456782,R822634
R419298,R580833
R948834,R969560
R692557,R521968
R688756,R573646
R801103,R165671
R702547,R480512
R322466,R357435
R455767,R692824
R460567,R814658
R630217,R185118
R923083,R740738
R456259,R887932
R735797,R366044
R668215,R749080
R570462,R560036
R486834,R625562
R115917,R656944
R881186,R978952
R448358,R600573
R790385,R376850
R245664,R814955
R771451,R341599
R745483,R520258
R322679,R434496
R665914,R725637
R197193,R236592
R811622,R488238
R121971,R765910
R401362,R688166
R642604,R464472
R323563,R376701
R349610,R490178
R446150,R474655
R827946,R294863
R765026,R281497
R282991,R795278
R725136,R274577
R203438,R175904
R940243,R264743
R850167,R806523
R944215,R912848
R771095,R926078
R141343,R238876
R795093,R828536
R309411,R134543
R597476,R886651
R762428,R614013
R777137,R895410
R142837,R705429
R399485,R796233
R979497,R985901
R414418,R532685
R158651,R338259
R243194,R446704
R528152,R388777
R488170,R174349
R182451,R261753
R275597,R678738
R664824,R766283
R849090,R346140
R950311,R994731
R420910,R310113
R231465,R849920
R414785,R921890
R812703,R386145
R313719,R807466
R703727,R351684
R793689,R760509
R861024,R563816
R796215,R922753
R977687,R931128
R622319,R683474
R915173,R655769
R897497,R913352
R808136,R434386
R590236,R911401
R870430,R907186
R278112,R156993
R649968,R821372
R274045,R903441
R827690,R486534
R877202,R465638
R124689,R477641
R361123,R441979
R612005,R622032
R208261,R612083
R846709,R819520
R128578,R845365
R969337,R855269
R640537,R505939
R194336,R978382
R367550,R462619
R125703,R975639
R180752,R108528
R413684,R256022
R943512,R980449
R171577,R130436
R523489,R878692
R603464,R377738
R165457,R829436
R310323,R222242
R984175,R313502
R699150,R567293
R640888,R145529
R774344,R460787
R394622,R469483
R116627,R789729
R278591,R727752
R323293,R215844
R766599,R199173
R802655,R570119
R727038,R923302
R239403,R928184
R329521,R193486
R141772,R363417
R384655,R497795
R407830,R603822
R695937,R714314
R849970,R891068
R252989,R846806
R674492,R427742
R539568,R479321
R621022,R242470
R884270,R354724
R507041,R862407
R989550,R969188
R210399,R147039
R342668,R160635
R886408,R742355
R204100,R852588
R553419,R143513
R278797,R740001
R239818,R676531
R811412,R946873
R345071,R436767
R103652,R768189
R709294,R900462
R817851,R962003
R259910,R615371
R837846,R764753
R720278,R941490
R914303,R841676
R581905,R704600
R280668,R326067
R364037,R765401
R418022,R761187
R454354,R228682
R177902,R375799
R274153,R716684
R521760,R554583
R430191,R750817
R155399,R613965
R213741,R442826
R791317,R773770
R695026,R634376
R667204,R706920
R662217,R652633
R955828,R981990
R374522,R191780
R625920,R258158
R106174,R823510
R192664,R303486
R719590,R210207
R713299,R558419
R156703,R263164
R191103,R512247
R762322,R810714
R968147,R936549
R684742,R878930
R111681,R986460
R301861,R600583
R965728,R355877
R404496,R935220
R381738,R712543
R718608,R878449
R926716,R750048
R488379,R768916
R207931,R457431
R346709,R388295
R802918,R815471
R684028,R284463
R317316,R764729
R354000,R484300
R571277,R727521
R299103,R228455
R551046,R881103
R882606,R581487
R165664,R679912
R327893,R749995
R275273,R261182
R251714,R120652
R791729,R121801
R605288,R796871
R226245,R526424
R603455,R379210
R494700,R269469
R107593,R535779
R361662,R247724
R147451,R828686
R646678,R623400
R892159,R754198
R221569,R997927
R287637,R508322
R300798,R487024
R970719,R501384
R882424,R132036
R890299,R278060
R721120,R239592
R116306,R662826
R904227,R168680
R792209,R450888
R146894,R655132
R703878,R944831
R289890,R410693
R422138,R511491
R767663,R525960
R907741,R284442
R365239,R205853
R573738,R115605
R845171,R577759
R133340,R931196
R183988,R370930
R629126,R269021
R252670,R926404
R439342,R143946
R718040,R669202
R390068,R299136
R795808,R576223
R777732,R450388
R900826,R605542
R529961,R774754
R650061,R536187
R767560,R593123
R167262,R602949
R136481,R342214
R691301,R592837
R387319,R726989
R475756,R801248
R783169,R200752
R536557,R486346
R624500,R182083
R462544,R471461
R211050,R818149
R333023,R787144
R531358,R914280
R132221,R748421
R217546,R220914
R264935,R677296
R953470,R749086
R813851,R608102
R283493,R240379
R267425,R145837
R798714,R948194
R558429,R421488
R893872,R264762
R813103,R696219
R124878,R535922
R581711,R517225
R727887,R133114
R990604,R829866
R706802,R648798
R108079,R417838
R707554,R823382
R177461,R600877
